Report ID,Report Type,Year,Arrest Date,Time,Time Range,Area Name,Reporting District,Age,Sex,Race,Charge Group Description,Arrest Type,Charge,Charge Description,Disposition Description,Address,Cross Street,LAT,LON,CD
210804440,RFC,2021,1/14/2021 0:00,845,8am-12pm,West LA,881,59,Male,Black,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,EXPOSITION,GRANVILLE,34.0328,-118.4466,11
210804446,RFC,2021,1/14/2021 0:00,850,8am-12pm,West LA,881,67,Male,Black,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,EXPOSITION,STONER,34.0328,-118.4483,11
210804443,RFC,2021,1/14/2021 0:00,830,8am-12pm,West LA,893,53,Male,White,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,GRANVILLE,EXPOSITION,34.034,-118.4269,5
210804447,RFC,2021,1/14/2021 0:00,900,8am-12pm,West LA,881,22,Female,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,EXPOSITION,BARRINGTON,34.0328,-118.4466,11
210804456,RFC,2021,1/14/2021 0:00,845,8am-12pm,West LA,881,54,Male,White,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,STONER,EXPOSITION,0,0,11
210804658,RFC,2021,1/20/2021 0:00,1050,8am-12pm,West LA,883,40,Male,Black,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,EXPOSITION,STONER,34.04,-118.4393,5
210804660,RFC,2021,1/20/2021 0:00,1010,8am-12pm,West LA,891,54,Male,White,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,EXPOSITION,GRANVILLE,34.0294,-118.4481,11
210804654,RFC,2021,1/20/2021 0:00,925,8am-12pm,West LA,883,31,Female,Black,,Misdemeanor,41.18(O)LAM,,MISDEMEANOR COMPLAINT FILED,PONTIUS,TENNESSEE,34.0384,-118.4373,5
210804652,RFC,2021,1/20/2021 0:00,910,8am-12pm,West LA,881,39,Female,White,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,COTNER,OLYMPIC,34.0341,-118.4525,11
210804655,RFC,2021,1/20/2021 0:00,920,8am-12pm,West LA,883,42,Male,Black,,Misdemeanor,41.18(O),,MISDEMEANOR COMPLAINT FILED,PONTIUS,TENNESSEE,34.0384,-118.4373,5
210804656,RFC,2021,1/20/2021 0:00,1020,8am-12pm,West LA,891,53,Female,White,,Misdemeanor,41.18(O),,MISDEMEANOR COMPLAINT FILED,EXPOSITION,GRANVILLE,34.0294,-118.4481,11
210804727,RFC,2021,1/21/2021 0:00,1330,12pm-4pm,West LA,882,67,Male,Black,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,EXPOSITION,STONER,34.038,-118.4436,11
210804728,RFC,2021,1/21/2021 0:00,1410,12pm-4pm,West LA,882,61,Male,White,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,EXPOSITION,STONER,34.038,-118.4436,11
212104888,RFC,2021,1/21/2021 0:00,1430,12pm-4pm,Topanga,2177,50,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,VASSAR AV,CALIFA ST,0,0,3
210104953,RFC,2021,1/22/2021 0:00,2245,8pm-12am,Central,138,26,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,MATEO,WILLOW,34.0468,-118.2415,14
210804765,RFC,2021,1/22/2021 0:00,1100,8am-12pm,West LA,884,31,Female,Black,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,PONTIUS,TENNESSEE,34.0397,-118.4301,5
212005307,RFC,2021,1/28/2021 0:00,1430,12pm-4pm,Olympic,2029,55,Male,Hispanic/Latino,,Infraction,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,WESTMORELAND,GENEVA,0,0,1
211505206,RFC,2021,1/31/2021 0:00,845,8am-12pm,N Hollywood,1527,25,Male,Hispanic/Latino,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,VINELAND,VICTORY BL,34.1867,-118.3703,2
211505207,RFC,2021,1/31/2021 0:00,945,8am-12pm,N Hollywood,1519,32,Male,White,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,SATSUMA,VANOWEN,34.194,-118.3671,2
210805359,RFC,2021,2/2/2021 0:00,1318,12pm-4pm,West LA,881,51,Male,White,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,EXPOSITION,STONER,34.0328,-118.4483,11
211105408,RFC,2021,2/2/2021 0:00,1525,12pm-4pm,Northeast,1125,33,Female,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,MISDEMEANOR COMPLAINT FILED,1500 MUNSON AV,,34.1227,-118.2134,14
210105487,RFC,2021,2/2/2021 0:00,715,4am-8am,Central,147,64,Male,Black,Disorderly Conduct,Misdemeanor,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,MISDEMEANOR COMPLAINT FILED,5TH,WALL,34.0449,-118.2458,14
210805360,RFC,2021,2/2/2021 0:00,1230,12pm-4pm,West LA,881,28,Male,Black,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,EXPOSITION,GRANVILLE,34.0319,-118.449,11
210805358,RFC,2021,2/2/2021 0:00,1307,12pm-4pm,West LA,881,59,Male,Black,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,EXPOSITION,STONER,34.0328,-118.4483,11
210805357,RFC,2021,2/2/2021 0:00,1241,12pm-4pm,West LA,881,28,Female,Black,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,EXPOSITION,GRANVILLE,34.0319,-118.449,11
210805690,RFC,2021,2/9/2021 0:00,1700,4pm-8pm,West LA,842,39,Female,Hispanic/Latino,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,WILSHIRE BL,BARRINGTON AV,34.0491,-118.4609,11
210805691,RFC,2021,2/9/2021 0:00,1700,4pm-8pm,West LA,832,46,Female,White,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,WILSHIRE BL,BARRINGTON,34.0491,-118.4609,11
210706612,RFC,2021,2/9/2021 0:00,1455,12pm-4pm,Wilshire,706,34,Male,Black,Miscellaneous Other Violations,Misdemeanor,41.18LAMC,LOITERING (GENERALLY),MISDEMEANOR COMPLAINT FILED,SYCAMORE,MELROSE,34.0835,-118.3428,5
210805629,RFC,2021,2/10/2021 0:00,940,8am-12pm,West LA,883,42,Male,Black,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,PONTIUS,TENNESSEE,34.0384,-118.4373,5
210806072,RFC,2021,2/10/2021 0:00,715,4am-8am,West LA,893,38,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,2700 MILITARY AV,,34.0326,-118.4286,5
210805701,RFC,2021,2/11/2021 0:00,1245,12pm-4pm,West LA,883,42,Male,Black,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,PONTIUS,TENNESSEE,34.0384,-118.4373,5
210805703,RFC,2021,2/11/2021 0:00,1200,8am-12pm,West LA,883,64,Male,White,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,PONTIUS,TENNESSEE,34.0384,-118.4373,5
210805738,RFC,2021,2/12/2021 0:00,1130,8am-12pm,West LA,884,30,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,PURDUE,TENNESSEE,34.0397,-118.4301,5
210805833,RFC,2021,2/15/2021 0:00,1650,4pm-8pm,West LA,893,55,Male,Hispanic/Latino,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,OVERLAND,NATIONAL,34.0325,-118.4176,5
210805892,RFC,2021,2/16/2021 0:00,950,8am-12pm,West LA,808,56,Male,Other,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,PONTIUS,OLYMPIC,34.1132,-118.4249,5
210106213,RFC,2021,2/17/2021 0:00,1335,12pm-4pm,Central,192,40,Female,Black,,Infraction,4118A,,MISDEMEANOR COMPLAINT FILED,14TH ST,MARGO ST,34.03711997,-118.2650843,14
211705757,RFC,2021,2/17/2021 0:00,1435,12pm-4pm,Devonshire,1757,62,Female,Hispanic/Latino,,Misdemeanor,41.18(A),,MISDEMEANOR COMPLAINT FILED,DEVONSHIRE ST,PETIT AV,0,0,12
210206173,RFC,2021,2/18/2021 0:00,1400,12pm-4pm,Rampart,218,59,Male,White,,Infraction,41.18(A)LAM,,MISDEMEANOR COMPLAINT FILED,BELLEVUE,LAVETA TR,34.0693,-118.2583,1
211705901,RFC,2021,2/22/2021 0:00,1400,12pm-4pm,Devonshire,1761,27,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,21500 GLEDHILL ST,,34.2414,-118.5987,12
210806124,RFC,2021,2/22/2021 0:00,1216,12pm-4pm,West LA,853,56,Male,Black,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,11300 SANTA MONICA BL,,34.0463,-118.449,11
210806240,RFC,2021,2/23/2021 0:00,1200,8am-12pm,West LA,897,35,Male,Black,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,BAGLEY,HARLOW,34.0295,-118.3967,5
211705912,RFC,2021,2/23/2021 0:00,1210,12pm-4pm,Devonshire,1757,62,Female,Hispanic/Latino,Miscellaneous Other Violations,Misdemeanor,41.18LAMC,LOITERING (GENERALLY),MISDEMEANOR COMPLAINT FILED,DEVONSHIRE ST,BALBOA AV,0,0,12
210806191,RFC,2021,2/24/2021 0:00,740,4am-8am,West LA,891,51,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,CENTINELA AV,PICO BL,34.028,-118.4529,11
210806194,RFC,2021,2/24/2021 0:00,910,8am-12pm,West LA,881,60,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,EXPOSITION BL,STONER,34.0328,-118.4483,11
210806192,RFC,2021,2/24/2021 0:00,920,8am-12pm,West LA,881,28,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,EXPOSITION BL,STONER,34.0328,-118.4483,11
210806198,RFC,2021,2/24/2021 0:00,920,8am-12pm,West LA,881,53,Female,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,EXPOSITION BL,GRANVILLE,34.0319,-118.449,11
210806193,RFC,2021,2/24/2021 0:00,905,8am-12pm,West LA,881,67,Male,Other,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,STONER,EXPOSITION BL,34.0332,-118.4484,11
210806196,RFC,2021,2/24/2021 0:00,735,4am-8am,West LA,891,24,Male,Other,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,CENTINELA AV,PICO BL,34.028,-118.4529,11
210806197,RFC,2021,2/24/2021 0:00,710,4am-8am,West LA,891,26,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,CENTINELA AV,PICO BL,34.028,-118.4529,11
210806195,RFC,2021,2/24/2021 0:00,740,4am-8am,West LA,881,40,Female,Other,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,PICO BL,CENTINELA AV,34.0281,-118.4528,11
210806190,RFC,2021,2/24/2021 0:00,725,4am-8am,West LA,891,48,Male,Black,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,CENTINELA,PICO BL,34.028,-118.4529,11
211105936,RFC,2021,2/25/2021 0:00,1610,4pm-8pm,Northeast,1125,33,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,1500 MUNSON AV,,34.1227,-118.2134,14
211407230,RFC,2021,2/25/2021 0:00,1520,12pm-4pm,Pacific,1413,52,Female,White,,Infraction,41.18DLAMC,,MISDEMEANOR COMPLAINT FILED,3RD,SUNSET AV,33.997,-118.4761,11
211407229,RFC,2021,2/25/2021 0:00,1530,12pm-4pm,Pacific,1413,58,Male,White,,Infraction,41.18DLAMC,,MISDEMEANOR COMPLAINT FILED,3RD,SUNSET,33.997,-118.4761,11
211407228,RFC,2021,2/25/2021 0:00,1450,12pm-4pm,Pacific,1413,38,Female,Black,,Infraction,41.18DLAMC,,MISDEMEANOR COMPLAINT FILED,3RD ST,SUNSET AV,33.997,-118.4761,11
210806334,RFC,2021,2/26/2021 0:00,1110,8am-12pm,West LA,883,60,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,EXPOSITION,STONER,0,0,11
210806335,RFC,2021,2/26/2021 0:00,1050,8am-12pm,West LA,883,53,Female,White,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,EXPOSITION,GRANVILLE,0,0,11
210806439,RFC,2021,3/1/2021 0:00,1235,12pm-4pm,West LA,881,57,Male,Black,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,EXPOSITION,STONER,34.0328,-118.4483,11
210806440,RFC,2021,3/1/2021 0:00,1310,12pm-4pm,West LA,881,28,Female,Black,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,EXPOSITION,GRANVILLE,34.0328,-118.4466,11
210806437,RFC,2021,3/1/2021 0:00,1300,12pm-4pm,West LA,881,60,Male,Hispanic/Latino,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,EXPOSITION,GRANVILLE,34.0328,-118.4466,11
210806478,RFC,2021,3/2/2021 0:00,1630,4pm-8pm,West LA,852,62,Male,Black,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,OHIO,GRANVILLE,34.0433,-118.4586,11
211706176,RFC,2021,3/2/2021 0:00,1530,12pm-4pm,Devonshire,1757,62,Female,Hispanic/Latino,,Infraction,41.18(A)LAM,,MISDEMEANOR COMPLAINT FILED,DEVONSHIRE ST,PETIT,34.2575,-118.498,12
210806436,RFC,2021,3/2/2021 0:00,1155,8am-12pm,West LA,883,60,Male,Black,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,PONTIUS AV,TENNESSEE,34.0384,-118.4373,5
210806585,RFC,2021,3/4/2021 0:00,1550,12pm-4pm,West LA,882,50,Male,White,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,PURDUE,LA GRANGE,34.0399,-118.4456,11
210806637,RFC,2021,3/4/2021 0:00,840,8am-12pm,West LA,891,40,Male,White,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,PICO,CENTINELA,34.0281,-118.4528,11
210806586,RFC,2021,3/4/2021 0:00,1600,12pm-4pm,West LA,882,40,Female,White,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,PURDUE,TENNESSEE,34.0356,-118.4419,11
210806635,RFC,2021,3/4/2021 0:00,1400,12pm-4pm,West LA,892,61,Female,Black,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,EXPOSITION,PICO,34.034,-118.4412,11
210806634,RFC,2021,3/4/2021 0:00,1400,12pm-4pm,West LA,892,60,Male,White,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,EXPOSITION,PICO,34.034,-118.4412,11
210806638,RFC,2021,3/4/2021 0:00,830,8am-12pm,West LA,891,52,Male,White,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,PICO,CENTINELA,34.0281,-118.4528,11
210806633,RFC,2021,3/4/2021 0:00,1316,12pm-4pm,West LA,891,45,Female,White,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,EXPOSITION,STONER,34.0294,-118.4481,11
210806588,RFC,2021,3/4/2021 0:00,1200,8am-12pm,West LA,852,51,Female,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,OHIO,STONER,34.0435,-118.4576,11
210806599,RFC,2021,3/4/2021 0:00,840,8am-12pm,West LA,891,19,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,PICO,CENTINELA,0,0,11
210806602,RFC,2021,3/4/2021 0:00,1335,12pm-4pm,West LA,881,48,Male,White,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,TENNESSEE,BARRINGTON,0,0,11
210806600,RFC,2021,3/4/2021 0:00,1215,12pm-4pm,West LA,852,46,Male,Black,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,OHIO,STONER,0,0,11
210806601,RFC,2021,3/4/2021 0:00,1130,8am-12pm,West LA,852,57,Male,Black,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,OHIO,STONER,0,0,11
210806598,RFC,2021,3/4/2021 0:00,840,8am-12pm,West LA,891,39,Female,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,PICO,CENTINELA,0,0,11
210806610,RFC,2021,3/5/2021 0:00,750,4am-8am,West LA,853,48,Female,White,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,BELOIT AV,OLYMPIC,34.0445,-118.4491,11
210806616,RFC,2021,3/5/2021 0:00,720,4am-8am,West LA,853,28,Female,Black,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,GRANVILLE,EXPOSITION,34.0445,-118.4491,11
210806614,RFC,2021,3/5/2021 0:00,750,4am-8am,West LA,853,50,Male,White,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,BELOIT AV,OLYMPIC,34.0445,-118.4491,11
210806612,RFC,2021,3/5/2021 0:00,715,4am-8am,West LA,881,53,Male,White,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,EXPOSITION,GRANVILLE,34.0319,-118.449,11
210806613,RFC,2021,3/5/2021 0:00,720,4am-8am,West LA,881,57,Male,Black,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,EXPOSITION,GRANVILLE,34.0319,-118.449,11
210806793,RFC,2021,3/9/2021 0:00,1520,12pm-4pm,West LA,857,57,Male,White,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,CREST AV,PICO AV,34.0553,-118.3874,5
210806811,RFC,2021,3/9/2021 0:00,1800,4pm-8pm,West LA,881,44,Male,White,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,STONER AV,MISSISSIPPI AV,34.0351,-118.45,11
210806794,RFC,2021,3/9/2021 0:00,1500,12pm-4pm,West LA,857,51,Male,White,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,CREST AV,PICO BL,34.0553,-118.3874,5
211906451,RFC,2021,3/9/2021 0:00,955,8am-12pm,Mission,1982,60,Male,White,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,8700 PARTHENIA PL,,0,0,6
210806850,RFC,2021,3/10/2021 0:00,1015,8am-12pm,West LA,897,48,Male,White,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,BAGLEY,HARLOW,34.0295,-118.3967,5
210806849,RFC,2021,3/10/2021 0:00,1015,8am-12pm,West LA,897,35,Female,Black,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,BAGLEY,HARLOW,34.0295,-118.3967,5
210806988,RFC,2021,3/14/2021 0:00,1700,4pm-8pm,West LA,881,60,Male,White,,Misdemeanor,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,GRANVILLE,EXPOSITION,34.0319,-118.449,11
212006721,RFC,2021,3/16/2021 0:00,1420,12pm-4pm,Olympic,2029,53,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MISDEMEANOR COMPLAINT FILED,4TH,WESTMORELAND,34.0668,-118.2884,1
212006724,RFC,2021,3/16/2021 0:00,1600,12pm-4pm,Olympic,2029,59,Male,White,,Infraction,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,4TH,VERMONT,34.0673,-118.2917,10
212006723,RFC,2021,3/16/2021 0:00,1635,4pm-8pm,Olympic,2029,32,Male,Black,,Infraction,41.18DLAMC,,MISDEMEANOR COMPLAINT FILED,JUANITA,3RD,34.0652,-118.2878,1
